PerformanceID,PlayerID,ClubID,LeagueID,SeasonID,Goals,MarketValueEUR,GoalToMarketValueRatio
1785,1584,43,4,1,0,14070000,0.0000
1786,1633,44,4,4,1,11044000,0.0905
1787,408,94,8,1,8,29424000,0.2719
1788,1031,79,7,2,13,55056000,0.2361
1789,1011,88,8,3,2,11009000,0.1817
1790,1565,86,8,4,2,19572000,0.1022
1791,1574,67,6,4,4,11522000,0.3472
1792,1942,80,7,1,7,54766000,0.1278
1793,1187,61,6,2,4,6480000,0.6173
1794,1864,20,2,4,6,127753000,0.0470
1795,957,89,8,4,0,17981000,0.0000
1796,931,7,1,2,1,63643000,0.0157
1797,238,89,8,3,6,8012000,0.7489
1798,638,8,1,3,17,112470000,0.1512
1799,1423,6,1,2,7,48211000,0.1452
1800,815,68,6,3,11,21290000,0.5167
1801,1881,79,7,2,4,35510000,0.1126
1802,828,28,3,4,0,32157000,0.0000
1803,568,51,5,2,0,11135000,0.0000
1804,1585,80,7,3,1,12749000,0.0784
1805,1658,47,4,3,13,93663000,0.1388
1806,897,18,2,5,2,49731000,0.0402
1807,374,88,8,2,8,8308000,0.9629
1808,455,39,4,4,5,16811000,0.2974
1809,1179,89,8,2,1,9371000,0.1067
1810,1827,66,6,3,1,26366000,0.0379
1811,287,43,4,4,10,28280000,0.3536
1812,1355,61,6,1,8,13804000,0.5795
1813,978,39,4,4,11,121146000,0.0908
1814,1461,13,2,5,1,24370000,0.0410
1815,194,57,5,2,10,31253000,0.3200
1816,1624,76,7,2,12,31238000,0.3841
1817,1460,82,7,2,8,48379000,0.1654
1818,627,43,4,5,20,54046000,0.3701
1819,1212,13,2,1,2,39551000,0.0506
1820,1856,46,4,3,7,70093000,0.0999
1821,79,6,1,2,0,26958000,0.0000
1822,1909,21,2,3,1,54274000,0.0184
1823,1960,87,8,2,3,11292000,0.2657
1824,657,67,6,1,0,9626000,0.0000
1825,601,84,7,2,0,5687000,0.0000
1826,1532,75,7,4,5,10811000,0.4625
1827,1747,1,1,2,0,34844000,0.0000
1828,31,35,3,3,2,24166000,0.0828
1829,736,79,7,4,2,22877000,0.0874
1830,1516,4,1,3,6,68648000,0.0874
1831,722,62,6,1,0,3930000,0.0000
1832,879,20,2,4,4,150079000,0.0267
1833,1197,35,3,5,0,30033000,0.0000
1834,219,10,1,3,6,83463000,0.0719
1835,1015,14,2,4,0,55849000,0.0000
1836,1583,72,6,5,0,10529000,0.0000
1837,1569,81,7,2,1,32048000,0.0312
1838,1811,57,5,2,3,29686000,0.1011
1839,1867,13,2,2,6,76923000,0.0780
1840,1265,21,2,2,0,36009000,0.0000
1841,1247,77,7,2,0,22425000,0.0000
1842,1958,52,5,4,4,54878000,0.0729
1843,909,11,1,1,2,95814000,0.0209
1844,59,67,6,2,0,14550000,0.0000
1845,1589,52,5,5,0,11080000,0.0000
1846,1798,55,5,3,1,40074000,0.0250
1847,1698,11,1,4,0,30653000,0.0000
1848,552,5,1,3,1,30886000,0.0324
1849,238,89,8,5,12,14406000,0.8330
1850,1023,85,8,3,0,17460000,0.0000
1851,526,47,4,5,0,7928000,0.0000
1852,2,61,6,4,9,55908000,0.1610
1853,1757,33,3,1,8,82293000,0.0972
1854,552,5,1,4,2,33358000,0.0600
1855,1690,2,1,4,12,83958000,0.1429
1856,1395,55,5,4,0,15035000,0.0000
1857,451,90,8,2,4,16005000,0.2499
1858,1652,24,2,2,1,27373000,0.0365
1859,1233,49,5,3,10,14551000,0.6872
1860,336,8,1,5,0,15788000,0.0000
1861,221,81,7,2,0,22318000,0.0000
1862,715,41,4,4,1,34164000,0.0293
1863,1579,39,4,4,1,45205000,0.0221
1864,1317,95,8,4,1,14684000,0.0681
1865,34,51,5,2,3,19109000,0.1570
1866,287,43,4,2,4,26230000,0.1525
1867,1892,12,1,5,1,16841000,0.0594
1868,1331,83,7,3,7,37024000,0.1891
1869,278,94,8,3,1,11582000,0.0863
1870,860,84,7,4,0,15769000,0.0000
1871,117,19,2,3,10,74485000,0.1343
1872,122,62,6,4,1,32553000,0.0307
1873,1198,72,6,2,2,10751000,0.1860
1874,1488,82,7,2,0,10577000,0.0000
1875,1671,3,1,3,6,11554000,0.5193
1876,1661,26,3,3,6,56738000,0.1057
1877,976,71,6,3,1,8663000,0.1154
1878,205,39,4,2,0,47440000,0.0000
1879,1210,27,3,4,9,41728000,0.2157
1880,952,22,2,5,0,61102000,0.0000
1881,896,63,6,5,2,12311000,0.1625
1882,1988,44,4,4,3,38173000,0.0786
1883,1738,85,8,3,0,8165000,0.0000
1884,2,20,2,3,16,99297000,0.1611
1885,1849,28,3,3,10,96092000,0.1041
1886,1449,50,5,4,6,29730000,0.2018
1887,906,4,1,5,6,54314000,0.1105
1888,1862,3,1,5,0,33505000,0.0000
1889,780,95,8,5,6,12319000,0.4871
1890,339,70,6,4,5,22928000,0.2181
1891,361,78,7,3,2,25826000,0.0774
1892,1778,68,6,4,1,31571000,0.0317
1893,696,77,7,1,3,25190000,0.1191
1894,1370,54,5,4,5,21946000,0.2278
1895,1452,23,2,5,1,28641000,0.0349
1896,780,95,8,3,2,7804000,0.2563
1897,1511,28,3,5,0,32092000,0.0000
1898,1409,15,2,5,12,33146000,0.3620
1899,699,85,8,4,1,8275000,0.1208
1900,508,78,7,5,2,24225000,0.0826
1901,1330,60,5,3,9,33108000,0.2718
1902,773,11,1,2,0,36116000,0.0000
1903,924,27,3,5,3,34700000,0.0865
1904,614,28,3,3,0,35782000,0.0000
1905,728,51,5,3,10,56707000,0.1763
1906,1877,8,1,2,2,19582000,0.1021
1907,283,73,7,3,0,9496000,0.0000
1908,705,10,1,3,6,47200000,0.1271
1909,1469,85,8,3,2,13217000,0.1513
1910,775,79,7,1,12,26685000,0.4497
1911,175,74,7,5,5,27525000,0.1817
1912,1604,34,3,4,6,34428000,0.1743
1913,1683,86,8,1,2,16570000,0.1207
1914,868,68,6,1,2,18343000,0.1090
1915,1057,27,3,5,12,69236000,0.1733
1916,1815,58,5,2,4,23073000,0.1734
1917,476,81,7,3,0,4334000,0.0000
1918,1069,85,8,1,9,20718000,0.4344
1919,1943,15,2,2,2,25099000,0.0797
1920,1945,51,5,3,0,22596000,0.0000
1921,1879,78,7,4,1,12165000,0.0822
1922,467,84,7,3,7,11428000,0.6125
1923,1927,3,1,4,1,25240000,0.0396
1924,832,86,8,2,10,14403000,0.6943
1925,1163,8,1,3,8,37762000,0.2119
1926,300,25,3,3,7,113644000,0.0616
1927,479,73,7,1,3,13001000,0.2308
1928,747,86,8,5,0,17897000,0.0000
1929,597,72,6,1,1,20841000,0.0480
1930,1042,88,8,2,8,19658000,0.4070
1931,1975,14,2,3,11,102930000,0.1069
1932,234,15,2,3,1,24255000,0.0412
1933,1534,86,8,4,14,9624000,1.4547
1934,758,10,1,1,4,68071000,0.0588
1935,1785,50,5,2,1,33642000,0.0297
1936,503,47,4,1,2,25967000,0.0770
1937,1947,71,6,3,0,18032000,0.0000
1938,993,40,4,2,1,46398000,0.0216
1939,101,79,7,1,1,17174000,0.0582
1940,213,14,2,2,0,48993000,0.0000
1941,901,42,4,5,0,11986000,0.0000
1942,836,84,7,4,6,14022000,0.4279
1943,1628,96,8,2,1,6594000,0.1517
1944,1769,81,7,3,1,22325000,0.0448
1945,190,14,2,2,17,48227000,0.3525
1946,1100,74,7,1,2,23820000,0.0840
1947,852,59,5,3,2,50496000,0.0396
1948,1553,24,2,1,2,18119000,0.1104
1949,699,7,1,3,0,37234000,0.0000
1950,638,8,1,4,15,144118000,0.1041
1951,301,6,1,5,15,98065000,0.1530
1952,894,6,1,5,12,40702000,0.2948
1953,1359,54,5,2,5,58931000,0.0848
1954,1825,82,7,1,5,16093000,0.3107
1955,1906,16,2,4,2,33648000,0.0594
1956,1058,37,4,2,1,26118000,0.0383
1957,756,87,8,2,1,24972000,0.0400
1958,1907,66,6,2,4,12031000,0.3325
1959,785,49,5,4,4,28621000,0.1398
1960,481,16,2,1,1,57159000,0.0175
1961,696,77,7,3,1,56059000,0.0178
1962,996,3,1,5,3,35317000,0.0849
1963,13,55,5,3,10,30151000,0.3317
1964,996,64,6,2,13,45725000,0.2843
1965,1481,69,6,3,2,9454000,0.2116
1966,633,43,4,1,0,59363000,0.0000
1967,723,82,7,5,4,15055000,0.2657
1968,223,83,7,3,5,20114000,0.2486
1969,1263,87,8,4,14,28937000,0.4838
1970,899,96,8,5,4,5529000,0.7235
1971,1148,69,6,3,6,17042000,0.3521
1972,679,8,1,4,0,61495000,0.0000
1973,235,43,4,3,18,37751000,0.4768
1974,967,22,2,4,1,32350000,0.0309
1975,1154,87,8,4,2,8552000,0.2339
1976,502,83,7,2,7,32367000,0.2163
1977,1480,36,3,3,0,12383000,0.0000
1978,1085,23,2,1,1,13531000,0.0739
1979,1146,10,1,4,9,30454000,0.2955
1980,1679,60,5,2,3,18358000,0.1634
1981,357,45,4,3,2,35907000,0.0557
1982,688,24,2,2,3,12632000,0.2375
1983,240,23,2,2,8,102988000,0.0777
1984,1670,88,8,2,1,4303000,0.2324
1985,482,71,6,5,2,15223000,0.1314
1986,1311,80,7,4,0,11626000,0.0000
1987,1485,42,4,5,0,23824000,0.0000
1988,1156,89,8,3,3,13055000,0.2298
1989,1184,49,5,5,4,23523000,0.1700
1990,1993,80,7,4,3,79358000,0.0378
1991,421,55,5,4,9,91564000,0.0983
1992,377,85,8,4,9,12890000,0.6982
1993,792,79,7,5,8,31383000,0.2549
1994,1665,25,3,1,2,44384000,0.0451
1995,1777,37,4,3,1,48999000,0.0204
1996,1577,62,6,3,4,14359000,0.2786
1997,482,71,6,2,15,44503000,0.3371
1998,993,40,4,1,9,180000000,0.0500
1999,1439,43,4,4,2,22511000,0.0888
2000,1210,27,3,2,6,8779000,0.6834
2001,1953,91,8,1,0,30912000,0.0000
2002,409,35,3,4,0,24435000,0.0000
2003,1109,96,8,3,1,11321000,0.0883
2004,926,90,8,3,17,33297000,0.5106
2005,192,18,2,3,1,16615000,0.0602
2006,850,41,4,2,14,87990000,0.1591
2007,1734,22,2,4,0,20259000,0.0000
2008,811,56,5,2,1,18311000,0.0546
2009,928,28,3,2,6,33614000,0.1785
2010,1160,29,3,3,3,99920000,0.0300
2011,334,22,2,3,0,68917000,0.0000
2012,537,94,8,3,0,7937000,0.0000
2013,1821,30,3,3,5,50082000,0.0998
2014,414,10,1,2,1,20193000,0.0495
2015,1028,56,5,4,2,67298000,0.0297
2016,151,14,2,4,0,28566000,0.0000
2017,66,45,4,2,6,20358000,0.2947
2018,373,53,5,2,1,29114000,0.0343
2019,1004,10,1,5,1,46911000,0.0213
2020,1462,49,5,5,1,10323000,0.0969
2021,1886,82,7,3,4,60812000,0.0658
2022,977,30,3,2,3,49274000,0.0609
2023,72,81,7,5,8,45383000,0.1763
2024,122,62,6,3,1,21730000,0.0460
2025,1806,78,7,5,16,141031000,0.1135
2026,426,85,8,2,4,3924000,1.0194
2027,90,71,6,2,0,13978000,0.0000
2028,1245,96,8,4,1,11408000,0.0877
2029,995,14,2,4,4,43133000,0.0927
2030,1693,83,7,4,10,34199000,0.2924
2031,1671,95,8,5,10,28716000,0.3482
2032,281,25,3,3,1,48286000,0.0207
2033,960,25,3,2,5,35267000,0.1418
2034,1966,48,4,4,8,151861000,0.0527
2035,415,77,7,3,1,21218000,0.0471
2036,589,28,3,2,2,15093000,0.1325
2037,1460,82,7,3,7,63489000,0.1103
2038,983,21,2,4,10,30515000,0.3277
2039,766,13,2,4,3,43228000,0.0694
2040,1316,89,8,2,3,23815000,0.1260
2041,824,50,5,1,7,22833000,0.3066
2042,1485,3,1,2,0,40262000,0.0000
2043,1257,82,7,2,7,75704000,0.0925
2044,547,40,4,3,0,31926000,0.0000
2045,573,93,8,4,14,19695000,0.7108
2046,149,69,6,4,0,8162000,0.0000
2047,1544,68,6,2,9,17745000,0.5072
2048,1260,58,5,2,3,49340000,0.0608
2049,1006,83,7,4,2,58143000,0.0344
2050,480,17,2,5,2,51104000,0.0391
2051,598,63,6,5,1,38055000,0.0263
2052,177,4,1,2,1,25314000,0.0395
2053,1435,86,8,3,4,27416000,0.1459
2054,524,66,6,5,4,20230000,0.1977
2055,1866,80,7,2,3,25610000,0.1171
2056,1809,18,2,5,2,28257000,0.0708
2057,992,12,1,3,3,33061000,0.0907
2058,588,24,2,4,12,53659000,0.2236
2059,16,24,2,4,1,85334000,0.0117
2060,1010,75,7,1,0,32848000,0.0000
2061,343,6,1,1,0,10266000,0.0000
2062,1515,75,7,5,5,34690000,0.1441
2063,555,51,5,3,0,11453000,0.0000
2064,171,96,8,3,4,12515000,0.3196
2065,1913,90,8,3,11,32192000,0.3417
2066,200,54,5,5,0,19705000,0.0000
2067,750,20,2,1,8,143323000,0.0558
2068,70,70,6,5,4,17105000,0.2338
2069,1983,85,8,1,0,16564000,0.0000
2070,123,9,1,3,0,25312000,0.0000
2071,993,40,4,3,3,13093000,0.2291
2072,973,3,1,2,0,25429000,0.0000
2073,1784,52,5,3,0,19460000,0.0000
2074,1498,64,6,5,7,41748000,0.1677
2075,330,7,1,3,14,40016000,0.3499
2076,1650,28,3,3,0,34678000,0.0000
2077,1848,63,6,3,0,22823000,0.0000
2078,789,89,8,5,2,26330000,0.0760
2079,545,14,2,1,0,32173000,0.0000
2080,4,89,8,3,0,8343000,0.0000
2081,1069,85,8,2,7,14952000,0.4682
2082,664,23,2,5,3,30999000,0.0968
2083,1019,75,7,4,8,46101000,0.1735
2084,92,43,4,1,4,86062000,0.0465
2085,829,48,4,3,0,32607000,0.0000
2086,559,24,2,2,2,34860000,0.0574
2087,481,57,5,5,2,42137000,0.0475
2088,1642,17,2,5,2,48095000,0.0416
2089,1599,86,8,4,1,6055000,0.1652
2090,346,63,6,1,14,11880000,1.1785
2091,165,31,3,5,0,126618000,0.0000
2092,808,43,4,4,0,29836000,0.0000
2093,1976,89,8,4,0,14031000,0.0000
2094,1771,48,4,5,2,28380000,0.0705
2095,1262,55,5,1,3,45301000,0.0662
2096,1027,61,6,5,0,14572000,0.0000
2097,1560,39,4,3,2,95366000,0.0210
2098,1676,61,6,4,1,11222000,0.0891
2099,276,21,2,5,0,35255000,0.0000
2100,1279,47,4,1,0,46077000,0.0000
2101,67,38,4,2,6,10307000,0.5821
2102,1173,86,8,5,0,5821000,0.0000
2103,1114,69,6,3,5,17463000,0.2863
2104,901,92,8,4,3,14703000,0.2040
2105,1436,50,5,5,1,9484000,0.1054
2106,285,41,4,3,5,46209000,0.1082
2107,1855,44,4,4,10,36307000,0.2754
2108,1903,39,4,5,3,11197000,0.2679
2109,290,18,2,2,5,78744000,0.0635
2110,696,77,7,4,0,11106000,0.0000
2111,35,3,1,4,2,66555000,0.0301
2112,1709,16,2,3,5,43103000,0.1160
2113,507,73,7,2,9,49141000,0.1831
2114,1210,27,3,1,2,60115000,0.0333
2115,820,48,4,2,4,70391000,0.0568
2116,233,91,8,2,2,3965000,0.5044
2117,1318,86,8,1,4,33236000,0.1204
2118,1938,1,1,2,4,90272000,0.0443
2119,1134,63,6,4,1,16570000,0.0604
2120,1849,28,3,5,7,28097000,0.2491
2121,414,10,1,3,1,30080000,0.0332
2122,930,72,6,3,3,19707000,0.1522
2123,1858,86,8,1,0,11239000,0.0000
2124,487,76,7,2,0,19317000,0.0000
2125,107,55,5,2,18,55320000,0.3254
2126,438,78,7,1,2,25512000,0.0784
2127,570,45,4,1,1,43573000,0.0229
2128,206,11,1,3,1,28733000,0.0348
2129,292,19,2,1,4,94177000,0.0425
2130,63,10,1,5,15,41003000,0.3658
2131,1354,69,6,5,4,16389000,0.2441
2132,1896,75,7,3,5,25043000,0.1997
2133,1472,71,6,1,2,22959000,0.0871
2134,930,72,6,2,1,36717000,0.0272
2135,1684,18,2,2,10,107194000,0.0933
2136,739,83,7,1,7,39798000,0.1759
2137,76,17,2,5,5,16375000,0.3053
2138,1009,4,1,3,1,30923000,0.0323
2139,1272,85,8,4,1,19214000,0.0520
2140,339,70,6,3,3,73705000,0.0407
2141,82,84,7,1,0,21425000,0.0000
2142,1799,73,7,2,1,26571000,0.0376
2143,774,19,2,4,0,2238000,0.0000
2144,207,15,2,4,2,124237000,0.0161
2145,1841,60,5,4,4,27284000,0.1466
2146,1524,41,4,5,4,26416000,0.1514
2147,250,21,2,2,1,33249000,0.0301
2148,425,45,4,2,3,57263000,0.0524
2149,631,40,4,3,0,25459000,0.0000
2150,782,70,6,1,4,19235000,0.2080
2151,1307,45,4,4,14,75444000,0.1856
2152,1871,55,5,5,1,26572000,0.0376
2153,1644,80,7,1,2,25623000,0.0781
2154,1081,54,5,1,1,13521000,0.0740
2155,619,82,7,3,1,28358000,0.0353
2156,1317,95,8,2,3,16492000,0.1819
2157,1855,44,4,2,6,180000000,0.0333
2158,140,59,5,4,1,13095000,0.0764
2159,1888,71,6,5,0,11597000,0.0000
2160,1550,41,4,4,0,21450000,0.0000
2161,1277,50,5,4,5,18812000,0.2658
2162,1614,4,1,1,0,44450000,0.0000
2163,888,26,3,2,6,57875000,0.1037
2164,31,43,4,5,0,59661000,0.0000
2165,590,64,6,3,2,9246000,0.2163
2166,653,89,8,1,0,5080000,0.0000
2167,1455,37,4,3,6,37214000,0.1612
2168,1903,78,7,3,0,9295000,0.0000
2169,1391,43,4,4,0,34680000,0.0000
2170,1903,78,7,4,0,16987000,0.0000
2171,1871,78,7,2,3,41028000,0.0731
2172,1767,96,8,2,5,12970000,0.3855
2173,49,21,2,4,1,56286000,0.0178
2174,699,85,8,5,2,14525000,0.1377
2175,1760,91,8,3,2,16390000,0.1220
2176,235,43,4,4,7,110175000,0.0635
2177,511,87,8,2,12,26650000,0.4503
2178,1179,89,8,3,5,7789000,0.6419
2179,1219,23,2,3,5,56045000,0.0892
2180,611,52,5,3,4,11913000,0.3358
2181,836,48,4,3,12,97397000,0.1232
2182,803,94,8,3,0,13542000,0.0000
2183,997,77,7,4,8,17960000,0.4454
2184,547,29,3,5,2,49272000,0.0406
2185,1463,86,8,3,0,4200000,0.0000
2186,1490,4,1,1,2,100473000,0.0199
2187,286,40,4,3,0,36894000,0.0000
2188,130,60,5,4,10,79632000,0.1256
2189,1279,10,1,5,0,16544000,0.0000
2190,1462,15,2,4,1,49926000,0.0200
2191,871,63,6,4,0,12584000,0.0000
2192,905,94,8,2,2,6761000,0.2958
2193,947,43,4,2,0,43706000,0.0000
2194,384,29,3,1,14,136500000,0.1026
2195,1410,96,8,2,0,9255000,0.0000
2196,725,32,3,2,1,31359000,0.0319
2197,1602,89,8,1,11,15312000,0.7184
2198,582,29,3,3,4,13069000,0.3061
2199,857,88,8,4,3,23760000,0.1263
2200,1809,18,2,3,1,32332000,0.0309
2201,432,46,4,5,6,125771000,0.0477
2202,452,81,7,5,2,19080000,0.1048
2203,993,4,1,5,4,134855000,0.0297
2204,1027,61,6,3,0,15567000,0.0000
2205,1912,7,1,2,2,22100000,0.0905
2206,1206,5,1,1,8,48220000,0.1659
2207,1712,70,6,1,5,15378000,0.3251
2208,833,61,6,3,5,26035000,0.1920
2209,39,32,3,3,5,82108000,0.0609
2210,1327,2,1,2,10,141843000,0.0705
2211,733,13,2,3,3,64041000,0.0468
2212,1012,96,8,5,0,20835000,0.0000
2213,756,2,1,5,2,39512000,0.0506
2214,1444,31,3,2,11,166180000,0.0662
2215,1637,75,7,5,7,12379000,0.5655
2216,1818,29,3,3,0,19221000,0.0000
2217,71,84,7,1,4,24713000,0.1619
2218,1714,35,3,2,0,19340000,0.0000
2219,340,33,3,4,2,10308000,0.1940
2220,740,73,7,3,0,22232000,0.0000
2221,1441,93,8,3,7,5323000,1.3150
2222,1980,50,5,4,0,39902000,0.0000
2223,1614,4,1,4,0,29955000,0.0000
2224,1343,41,4,5,1,19934000,0.0502
2225,794,50,5,1,0,55532000,0.0000
2226,209,10,1,3,7,35720000,0.1960
2227,1480,36,3,4,0,43045000,0.0000
2228,746,89,8,3,5,15788000,0.3167
2229,597,57,5,3,0,25040000,0.0000
2230,1871,55,5,4,0,31029000,0.0000
2231,1447,79,7,4,3,38119000,0.0787
2232,1302,11,1,1,0,14306000,0.0000
2233,847,35,3,2,4,36579000,0.1094
2234,271,22,2,2,8,47662000,0.1678
2235,413,2,1,3,0,65057000,0.0000
2236,326,74,7,3,7,23700000,0.2954
2237,1966,3,1,5,10,36523000,0.2738
2238,581,94,8,3,2,12516000,0.1598
2239,1423,6,1,1,7,75787000,0.0924
2240,22,19,2,4,8,107212000,0.0746
2241,1350,1,1,4,1,38562000,0.0259
2242,1070,44,4,3,11,71860000,0.1531
2243,1221,91,8,4,0,26647000,0.0000
2244,1814,45,4,3,2,10150000,0.1970
2245,386,79,7,4,0,32575000,0.0000
2246,836,32,3,2,13,23507000,0.5530
2247,1756,33,3,4,0,22131000,0.0000
2248,249,38,4,4,4,17003000,0.2353
2249,801,94,8,4,4,16038000,0.2494
2250,507,73,7,1,21,51829000,0.4052
2251,1845,93,8,3,8,37909000,0.2110
2252,649,28,3,1,3,7497000,0.4002
2253,747,76,7,1,0,7399000,0.0000
2254,1114,17,2,5,4,35910000,0.1114
2255,1950,40,4,2,2,37261000,0.0537
2256,1000,60,5,5,0,29752000,0.0000
2257,504,63,6,3,3,5137000,0.5840
2258,1287,95,8,1,9,28422000,0.3167
2259,1200,13,2,4,1,20120000,0.0497
2260,301,6,1,4,7,62542000,0.1119
2261,985,56,5,1,0,30463000,0.0000
2262,1888,41,4,3,1,29251000,0.0342
2263,719,49,5,5,4,103073000,0.0388
2264,836,32,3,1,16,57002000,0.2807
2265,1882,96,8,1,3,18155000,0.1652
2266,1872,61,6,3,0,15640000,0.0000
2267,982,22,2,4,13,73689000,0.1764
2268,21,43,4,2,4,93131000,0.0430
2269,441,85,8,4,7,23476000,0.2982
2270,1534,86,8,5,13,27872000,0.4664
2271,1814,35,3,4,0,21725000,0.0000
2272,951,21,2,2,2,55520000,0.0360
2273,369,75,7,5,1,13745000,0.0728
2274,38,51,5,2,1,30412000,0.0329
2275,680,45,4,5,3,59368000,0.0505
2276,624,8,1,5,0,13934000,0.0000
2277,1498,15,2,1,8,63421000,0.1261
2278,729,63,6,5,12,25947000,0.4625
2279,703,24,2,5,13,39698000,0.3275
2280,1502,1,1,2,7,34554000,0.2026
2281,1657,84,7,2,2,21673000,0.0923
2282,1983,85,8,3,0,12575000,0.0000
2283,514,18,2,1,2,32550000,0.0614
2284,1575,65,6,4,3,22568000,0.1329
2285,521,48,4,2,2,86138000,0.0232
2286,1363,20,2,3,0,121907000,0.0000
2287,1946,8,1,4,1,35513000,0.0282
2288,777,46,4,1,2,33614000,0.0595
2289,715,41,4,1,2,15144000,0.1321
2290,1013,64,6,2,6,28886000,0.2077
2291,1259,55,5,3,2,17444000,0.1147
2292,870,24,2,3,6,38324000,0.1566
2293,1159,73,7,5,12,18501000,0.6486
2294,1708,61,6,1,8,42598000,0.1878
2295,192,18,2,5,0,25595000,0.0000
2296,1015,14,2,3,1,10399000,0.0962
2297,812,67,6,2,0,11793000,0.0000
2298,381,89,8,3,0,9273000,0.0000
2299,1349,80,7,5,4,16946000,0.2360
2300,1252,61,6,1,0,7837000,0.0000
2301,34,51,5,3,7,37227000,0.1880
2302,1824,1,1,3,4,59089000,0.0677
2303,1001,64,6,4,0,22708000,0.0000
2304,108,27,3,1,0,19066000,0.0000
2305,40,41,4,2,0,30267000,0.0000
2306,284,19,2,2,12,95680000,0.1254
2307,316,57,5,2,2,36262000,0.0552
2308,1562,44,4,2,1,29554000,0.0338
2309,766,13,2,3,1,14182000,0.0705
2310,1281,2,1,2,5,33805000,0.1479
2311,1957,49,5,1,0,27086000,0.0000
2312,1100,31,3,5,2,13637000,0.1467
2313,204,77,7,4,4,21586000,0.1853
2314,360,74,7,5,1,3715000,0.2692
2315,1785,17,2,1,0,50046000,0.0000
2316,1217,72,6,2,3,18324000,0.1637
2317,371,90,8,5,5,15257000,0.3277
2318,131,40,4,5,13,63577000,0.2045
2319,1147,59,5,4,12,70978000,0.1691
2320,1870,28,3,3,6,119710000,0.0501
2321,261,21,2,1,3,29355000,0.1022
2322,1372,90,8,3,0,4081000,0.0000
2323,273,75,7,3,10,24857000,0.4023
2324,1233,49,5,1,3,14407000,0.2082
2325,285,35,3,5,13,92484000,0.1406
2326,1066,34,3,3,0,12173000,0.0000
2327,1356,68,6,4,2,39492000,0.0506
2328,888,26,3,3,3,74578000,0.0402
2329,294,8,1,3,0,19452000,0.0000
2330,740,38,4,2,0,10043000,0.0000
2331,229,56,5,1,1,78087000,0.0128
2332,1861,6,1,1,0,23139000,0.0000
2333,1490,37,4,3,5,40537000,0.1233
2334,946,67,6,4,6,31052000,0.1932
2335,1172,36,3,1,2,24014000,0.0833
2336,1985,37,4,3,3,30588000,0.0981
2337,1149,47,4,5,2,39408000,0.0508
2338,434,65,6,1,3,27469000,0.1092
2339,762,66,6,4,1,6949000,0.1439
2340,1071,54,5,2,9,34467000,0.2611
2341,306,50,5,2,0,30789000,0.0000
2342,1133,70,6,5,0,4698000,0.0000
2343,1557,30,3,2,1,19592000,0.0510
2344,1614,4,1,2,0,16245000,0.0000
2345,1182,19,2,1,4,57186000,0.0699
2346,308,32,3,2,0,33169000,0.0000
2347,440,44,4,3,2,26676000,0.0750
2348,78,5,1,5,0,55824000,0.0000
2349,1791,29,3,1,0,27885000,0.0000
2350,161,93,8,2,8,22075000,0.3624
2351,995,14,2,2,3,40311000,0.0744
2352,612,36,3,5,7,28625000,0.2445
2353,1702,43,4,1,1,47087000,0.0212
2354,1337,88,8,4,0,14521000,0.0000
2355,1292,11,1,1,19,118716000,0.1600
2356,1770,11,1,4,1,22653000,0.0441
2357,1679,60,5,3,2,36875000,0.0542
2358,245,17,2,2,0,18030000,0.0000
2359,1396,59,5,5,1,11598000,0.0862
2360,334,22,2,4,0,41617000,0.0000
2361,1980,50,5,2,1,19390000,0.0516
2362,1846,39,4,2,1,25912000,0.0386
2363,504,63,6,1,9,26885000,0.3348
2364,1327,2,1,1,6,111472000,0.0538
2365,50,6,1,1,6,23190000,0.2587
2366,1757,33,3,2,7,51546000,0.1358
2367,1373,43,4,1,0,56648000,0.0000
2368,607,6,1,2,3,79926000,0.0375
2369,1522,46,4,3,4,61201000,0.0654
2370,1918,8,1,2,0,79365000,0.0000
2371,1772,81,7,4,8,36559000,0.2188
2372,1656,9,1,5,10,70201000,0.1424
2373,1442,63,6,5,1,11009000,0.0908
2374,892,18,2,2,0,44977000,0.0000
2375,1850,36,3,4,0,46508000,0.0000
2376,712,32,3,4,12,58869000,0.2038
2377,1907,66,6,1,2,4406000,0.4539
2378,577,48,4,4,8,51532000,0.1552
2379,966,64,6,2,1,23473000,0.0426
2380,673,21,2,3,1,76099000,0.0131
2381,1716,8,1,5,0,28371000,0.0000
2382,525,60,5,2,11,62551000,0.1759
2383,1027,61,6,4,0,3367000,0.0000
2384,487,76,7,3,0,20096000,0.0000
2385,1183,69,6,3,5,8281000,0.6038
2386,1834,93,8,2,5,15322000,0.3263
2387,431,79,7,3,3,33391000,0.0898
2388,1986,63,6,5,3,6580000,0.4559
2389,971,87,8,5,8,16213000,0.4934
2390,815,68,6,1,11,56669000,0.1941
2391,366,88,8,2,8,29485000,0.2713
2392,539,56,5,5,10,50279000,0.1989
2393,107,55,5,1,6,37025000,0.1621
2394,770,16,2,5,4,108694000,0.0368
2395,842,13,2,4,10,74859000,0.1336
2396,966,33,3,5,1,21638000,0.0462
2397,1798,55,5,5,0,25390000,0.0000
2398,831,26,3,3,5,29651000,0.1686
2399,905,17,2,5,0,7772000,0.0000
2400,1160,29,3,1,0,24558000,0.0000
2401,956,31,3,2,1,11247000,0.0889
2402,183,37,4,4,5,51742000,0.0966
2403,152,38,4,3,0,31006000,0.0000
2404,1119,4,1,5,0,29707000,0.0000
