PerformanceID,PlayerID,ClubID,LeagueID,SeasonID,Goals,Assists,GoalContributions
2028,1245,96,8,4,1,3,4
2029,995,14,2,4,4,2,6
2030,1693,83,7,4,10,3,13
2031,1671,95,8,5,10,2,12
2032,281,25,3,3,1,2,3
2033,960,25,3,2,5,4,9
2034,1966,48,4,4,8,7,15
2035,415,77,7,3,1,1,2
2036,589,28,3,2,2,2,4
2037,1460,82,7,3,7,3,10
2038,983,21,2,4,10,6,16
2039,766,13,2,4,3,6,9
2040,1316,89,8,2,3,0,3
2041,824,50,5,1,7,3,10
2042,1485,3,1,2,0,2,2
2043,1257,82,7,2,7,2,9
2044,547,40,4,3,0,1,1
2045,573,93,8,4,14,3,17
2046,149,69,6,4,0,1,1
2047,1544,68,6,2,9,3,12
2048,1260,58,5,2,3,2,5
2049,1006,83,7,4,2,2,4
2050,480,17,2,5,2,1,3
2051,598,63,6,5,1,0,1
2052,177,4,1,2,1,4,5
2053,1435,86,8,3,4,9,13
2054,524,66,6,5,4,2,6
2055,1866,80,7,2,3,6,9
2056,1809,18,2,5,2,2,4
2057,992,12,1,3,3,6,9
2058,588,24,2,4,12,7,19
2059,16,24,2,4,1,6,7
2060,1010,75,7,1,0,0,0
2061,343,6,1,1,0,1,1
2062,1515,75,7,5,5,1,6
2063,555,51,5,3,0,0,0
2064,171,96,8,3,4,4,8
2065,1913,90,8,3,11,3,14
2066,200,54,5,5,0,1,1
2067,750,20,2,1,8,6,14
2068,70,70,6,5,4,3,7
2069,1983,85,8,1,0,1,1
2070,123,9,1,3,0,0,0
2071,993,40,4,3,3,0,3
2072,973,3,1,2,0,0,0
2073,1784,52,5,3,0,0,0
2074,1498,64,6,5,7,5,12
2075,330,7,1,3,14,2,16
2076,1650,28,3,3,0,0,0
2077,1848,63,6,3,0,1,1
2078,789,89,8,5,2,2,4
2079,545,14,2,1,0,2,2
2080,4,89,8,3,0,0,0
2081,1069,85,8,2,7,3,10
2082,664,23,2,5,3,2,5
2083,1019,75,7,4,8,4,12
2084,92,43,4,1,4,5,9
2085,829,48,4,3,0,1,1
2086,559,24,2,2,2,5,7
2087,481,57,5,5,2,6,8
2088,1642,17,2,5,2,3,5
2089,1599,86,8,4,1,1,2
2090,346,63,6,1,14,8,22
2091,165,31,3,5,0,4,4
2092,808,43,4,4,0,1,1
2093,1976,89,8,4,0,2,2
2094,1771,48,4,5,2,6,8
2095,1262,55,5,1,3,7,10
2096,1027,61,6,5,0,1,1
2097,1560,39,4,3,2,6,8
2098,1676,61,6,4,1,3,4
2099,276,21,2,5,0,1,1
2100,1279,47,4,1,0,0,0
2101,67,38,4,2,6,0,6
2102,1173,86,8,5,0,1,1
2103,1114,69,6,3,5,3,8
2104,901,92,8,4,3,1,4
2105,1436,50,5,5,1,1,2
2106,285,41,4,3,5,0,5
2107,1855,44,4,4,10,4,14
2108,1903,39,4,5,3,2,5
2109,290,18,2,2,5,6,11
2110,696,77,7,4,0,0,0
2111,35,3,1,4,2,6,8
2112,1709,16,2,3,5,4,9
2113,507,73,7,2,9,4,13
2114,1210,27,3,1,2,3,5
2115,820,48,4,2,4,5,9
2116,233,91,8,2,2,1,3
2117,1318,86,8,1,4,1,5
2118,1938,1,1,2,4,7,11
2119,1134,63,6,4,1,1,2
2120,1849,28,3,5,7,4,11
2121,414,10,1,3,1,4,5
2122,930,72,6,3,3,3,6
2123,1858,86,8,1,0,0,0
2124,487,76,7,2,0,0,0
2125,107,55,5,2,18,3,21
2126,438,78,7,1,2,3,5
2127,570,45,4,1,1,1,2
2128,206,11,1,3,1,4,5
2129,292,19,2,1,4,8,12
2130,63,10,1,5,15,3,18
2131,1354,69,6,5,4,2,6
2132,1896,75,7,3,5,8,13
2133,1472,71,6,1,2,1,3
2134,930,72,6,2,1,2,3
2135,1684,18,2,2,10,4,14
2136,739,83,7,1,7,5,12
2137,76,17,2,5,5,1,6
2138,1009,4,1,3,1,1,2
2139,1272,85,8,4,1,3,4
2140,339,70,6,3,3,4,7
2141,82,84,7,1,0,7,7
2142,1799,73,7,2,1,2,3
2143,774,19,2,4,0,0,0
2144,207,15,2,4,2,7,9
2145,1841,60,5,4,4,2,6
2146,1524,41,4,5,4,2,6
2147,250,21,2,2,1,0,1
2148,425,45,4,2,3,4,7
2149,631,40,4,3,0,0,0
2150,782,70,6,1,4,3,7
2151,1307,45,4,4,14,2,16
2152,1871,55,5,5,1,0,1
2153,1644,80,7,1,2,5,7
2154,1081,54,5,1,1,0,1
2155,619,82,7,3,1,3,4
2156,1317,95,8,2,3,2,5
2157,1855,44,4,2,6,6,12
2158,140,59,5,4,1,2,3
2159,1888,71,6,5,0,0,0
2160,1550,41,4,4,0,0,0
2161,1277,50,5,4,5,3,8
2162,1614,4,1,1,0,2,2
2163,888,26,3,2,6,4,10
2164,31,43,4,5,0,2,2
2165,590,64,6,3,2,3,5
2166,653,89,8,1,0,1,1
2167,1455,37,4,3,6,2,8
2168,1903,78,7,3,0,0,0
2169,1391,43,4,4,0,1,1
2170,1903,78,7,4,0,0,0
2171,1871,78,7,2,3,0,3
2172,1767,96,8,2,5,2,7
2173,49,21,2,4,1,2,3
2174,699,85,8,5,2,0,2
2175,1760,91,8,3,2,5,7
2176,235,43,4,4,7,2,9
2177,511,87,8,2,12,5,17
2178,1179,89,8,3,5,4,9
2179,1219,23,2,3,5,3,8
2180,611,52,5,3,4,5,9
2181,836,48,4,3,12,5,17
2182,803,94,8,3,0,0,0
2183,997,77,7,4,8,5,13
2184,547,29,3,5,2,3,5
2185,1463,86,8,3,0,2,2
2186,1490,4,1,1,2,5,7
2187,286,40,4,3,0,0,0
2188,130,60,5,4,10,8,18
2189,1279,10,1,5,0,0,0
2190,1462,15,2,4,1,0,1
2191,871,63,6,4,0,0,0
2192,905,94,8,2,2,1,3
2193,947,43,4,2,0,2,2
2194,384,29,3,1,14,2,16
2195,1410,96,8,2,0,2,2
2196,725,32,3,2,1,1,2
2197,1602,89,8,1,11,7,18
2198,582,29,3,3,4,1,5
2199,857,88,8,4,3,4,7
2200,1809,18,2,3,1,1,2
2201,432,46,4,5,6,11,17
2202,452,81,7,5,2,4,6
2203,993,4,1,5,4,4,8
2204,1027,61,6,3,0,0,0
2205,1912,7,1,2,2,2,4
2206,1206,5,1,1,8,4,12
2207,1712,70,6,1,5,2,7
2208,833,61,6,3,5,9,14
2209,39,32,3,3,5,3,8
2210,1327,2,1,2,10,5,15
2211,733,13,2,3,3,2,5
2212,1012,96,8,5,0,1,1
2213,756,2,1,5,2,6,8
2214,1444,31,3,2,11,3,14
2215,1637,75,7,5,7,3,10
2216,1818,29,3,3,0,0,0
2217,71,84,7,1,4,5,9
2218,1714,35,3,2,0,1,1
2219,340,33,3,4,2,0,2
2220,740,73,7,3,0,0,0
2221,1441,93,8,3,7,1,8
2222,1980,50,5,4,0,0,0
2223,1614,4,1,4,0,0,0
2224,1343,41,4,5,1,3,4
2225,794,50,5,1,0,2,2
2226,209,10,1,3,7,10,17
2227,1480,36,3,4,0,0,0
2228,746,89,8,3,5,4,9
2229,597,57,5,3,0,1,1
2230,1871,55,5,4,0,0,0
2231,1447,79,7,4,3,7,10
2232,1302,11,1,1,0,0,0
2233,847,35,3,2,4,0,4
2234,271,22,2,2,8,4,12
2235,413,2,1,3,0,0,0
2236,326,74,7,3,7,3,10
2237,1966,3,1,5,10,0,10
2238,581,94,8,3,2,4,6
2239,1423,6,1,1,7,3,10
2240,22,19,2,4,8,0,8
2241,1350,1,1,4,1,5,6
2242,1070,44,4,3,11,4,15
2243,1221,91,8,4,0,2,2
2244,1814,45,4,3,2,2,4
2245,386,79,7,4,0,0,0
2246,836,32,3,2,13,6,19
2247,1756,33,3,4,0,1,1
2248,249,38,4,4,4,7,11
2249,801,94,8,4,4,4,8
2250,507,73,7,1,21,3,24
2251,1845,93,8,3,8,3,11
2252,649,28,3,1,3,3,6
2253,747,76,7,1,0,0,0
2254,1114,17,2,5,4,2,6
2255,1950,40,4,2,2,5,7
2256,1000,60,5,5,0,4,4
2257,504,63,6,3,3,2,5
2258,1287,95,8,1,9,4,13
2259,1200,13,2,4,1,0,1
2260,301,6,1,4,7,9,16
2261,985,56,5,1,0,2,2
2262,1888,41,4,3,1,0,1
2263,719,49,5,5,4,9,13
2264,836,32,3,1,16,3,19
2265,1882,96,8,1,3,5,8
2266,1872,61,6,3,0,0,0
2267,982,22,2,4,13,2,15
2268,21,43,4,2,4,5,9
2269,441,85,8,4,7,3,10
2270,1534,86,8,5,13,3,16
2271,1814,35,3,4,0,1,1
2272,951,21,2,2,2,9,11
2273,369,75,7,5,1,1,2
2274,38,51,5,2,1,1,2
2275,680,45,4,5,3,5,8
2276,624,8,1,5,0,0,0
2277,1498,15,2,1,8,3,11
2278,729,63,6,5,12,0,12
2279,703,24,2,5,13,0,13
2280,1502,1,1,2,7,2,9
2281,1657,84,7,2,2,4,6
2282,1983,85,8,3,0,1,1
2283,514,18,2,1,2,5,7
2284,1575,65,6,4,3,5,8
2285,521,48,4,2,2,9,11
2286,1363,20,2,3,0,1,1
2287,1946,8,1,4,1,1,2
2288,777,46,4,1,2,2,4
2289,715,41,4,1,2,1,3
2290,1013,64,6,2,6,2,8
2291,1259,55,5,3,2,2,4
2292,870,24,2,3,6,7,13
2293,1159,73,7,5,12,4,16
2294,1708,61,6,1,8,3,11
2295,192,18,2,5,0,0,0
2296,1015,14,2,3,1,0,1
2297,812,67,6,2,0,3,3
2298,381,89,8,3,0,0,0
2299,1349,80,7,5,4,2,6
2300,1252,61,6,1,0,0,0
2301,34,51,5,3,7,1,8
2302,1824,1,1,3,4,7,11
2303,1001,64,6,4,0,4,4
2304,108,27,3,1,0,0,0
2305,40,41,4,2,0,0,0
2306,284,19,2,2,12,3,15
2307,316,57,5,2,2,2,4
2308,1562,44,4,2,1,0,1
2309,766,13,2,3,1,0,1
2310,1281,2,1,2,5,5,10
2311,1957,49,5,1,0,3,3
2312,1100,31,3,5,2,2,4
2313,204,77,7,4,4,1,5
2314,360,74,7,5,1,0,1
2315,1785,17,2,1,0,2,2
2316,1217,72,6,2,3,1,4
2317,371,90,8,5,5,4,9
2318,131,40,4,5,13,0,13
2319,1147,59,5,4,12,6,18
2320,1870,28,3,3,6,10,16
2321,261,21,2,1,3,3,6
2322,1372,90,8,3,0,1,1
2323,273,75,7,3,10,0,10
2324,1233,49,5,1,3,7,10
2325,285,35,3,5,13,4,17
2326,1066,34,3,3,0,0,0
2327,1356,68,6,4,2,2,4
2328,888,26,3,3,3,4,7
2329,294,8,1,3,0,1,1
2330,740,38,4,2,0,0,0
2331,229,56,5,1,1,6,7
2332,1861,6,1,1,0,0,0
2333,1490,37,4,3,5,4,9
2334,946,67,6,4,6,11,17
2335,1172,36,3,1,2,3,5
2336,1985,37,4,3,3,1,4
2337,1149,47,4,5,2,2,4
2338,434,65,6,1,3,2,5
2339,762,66,6,4,1,1,2
2340,1071,54,5,2,9,3,12
2341,306,50,5,2,0,0,0
2342,1133,70,6,5,0,1,1
2343,1557,30,3,2,1,2,3
2344,1614,4,1,2,0,1,1
2345,1182,19,2,1,4,0,4
2346,308,32,3,2,0,4,4
2347,440,44,4,3,2,3,5
2348,78,5,1,5,0,1,1
2349,1791,29,3,1,0,2,2
2350,161,93,8,2,8,4,12
2351,995,14,2,2,3,4,7
2352,612,36,3,5,7,3,10
2353,1702,43,4,1,1,2,3
2354,1337,88,8,4,0,0,0
2355,1292,11,1,1,19,3,22
2356,1770,11,1,4,1,4,5
2357,1679,60,5,3,2,2,4
2358,245,17,2,2,0,0,0
2359,1396,59,5,5,1,3,4
2360,334,22,2,4,0,0,0
2361,1980,50,5,2,1,3,4
2362,1846,39,4,2,1,3,4
2363,504,63,6,1,9,1,10
2364,1327,2,1,1,6,4,10
2365,50,6,1,1,6,1,7
2366,1757,33,3,2,7,2,9
2367,1373,43,4,1,0,0,0
2368,607,6,1,2,3,3,6
2369,1522,46,4,3,4,3,7
2370,1918,8,1,2,0,0,0
2371,1772,81,7,4,8,4,12
2372,1656,9,1,5,10,4,14
2373,1442,63,6,5,1,1,2
2374,892,18,2,2,0,0,0
2375,1850,36,3,4,0,2,2
2376,712,32,3,4,12,2,14
2377,1907,66,6,1,2,2,4
2378,577,48,4,4,8,4,12
2379,966,64,6,2,1,4,5
2380,673,21,2,3,1,8,9
2381,1716,8,1,5,0,1,1
2382,525,60,5,2,11,5,16
2383,1027,61,6,4,0,0,0
2384,487,76,7,3,0,0,0
2385,1183,69,6,3,5,1,6
2386,1834,93,8,2,5,5,10
2387,431,79,7,3,3,6,9
2388,1986,63,6,5,3,2,5
2389,971,87,8,5,8,3,11
2390,815,68,6,1,11,3,14
2391,366,88,8,2,8,5,13
2392,539,56,5,5,10,4,14
2393,107,55,5,1,6,1,7
2394,770,16,2,5,4,4,8
2395,842,13,2,4,10,4,14
2396,966,33,3,5,1,6,7
2397,1798,55,5,5,0,0,0
2398,831,26,3,3,5,3,8
2399,905,17,2,5,0,1,1
2400,1160,29,3,1,0,6,6
2401,956,31,3,2,1,2,3
2402,183,37,4,4,5,4,9
2403,152,38,4,3,0,0,0
2404,1119,4,1,5,0,0,0
2405,1165,45,4,4,10,1,11
2406,153,96,8,1,8,3,11
2407,532,80,7,5,6,3,9
2408,696,77,7,2,2,1,3
2409,1193,43,4,4,1,2,3
2410,1118,75,7,2,1,1,2
2411,1944,64,6,4,2,7,9
2412,1941,94,8,3,2,5,7
2413,1265,53,5,4,0,1,1
2414,637,39,4,4,2,3,5
2415,989,91,8,3,5,3,8
2416,1782,18,2,2,5,7,12
2417,1519,71,6,2,1,0,1
2418,661,49,5,1,11,5,16
2419,240,23,2,4,6,3,9
2420,1976,89,8,5,0,0,0
2421,553,85,8,4,5,7,12
2422,84,32,3,2,8,3,11
2423,379,81,7,2,9,0,9
2424,52,29,3,5,2,6,8
2425,17,91,8,4,1,0,1
2426,1980,50,5,1,0,0,0
2427,1433,44,4,1,3,4,7
2428,1041,39,4,4,12,9,21
2429,421,76,7,2,5,5,10
2430,585,49,5,1,1,5,6
2431,1304,62,6,4,0,0,0
2432,1618,10,1,3,7,5,12
2433,797,40,4,4,6,6,12
2434,314,65,6,3,14,4,18
2435,658,23,2,4,7,2,9
2436,777,46,4,5,3,8,11
2437,185,2,1,2,10,3,13
2438,1661,26,3,2,1,4,5
2439,1799,94,8,3,0,1,1
2440,939,90,8,5,2,2,4
2441,1774,53,5,3,4,1,5
2442,1733,70,6,4,0,1,1
2443,1645,19,2,3,7,6,13
2444,124,69,6,2,1,2,3
2445,358,83,7,5,6,2,8
2446,655,16,2,4,0,1,1
2447,1882,14,2,5,2,5,7
2448,1022,85,8,1,0,0,0
2449,1953,91,8,4,0,1,1
2450,1192,81,7,3,7,9,16
2451,674,41,4,4,8,4,12
2452,1331,83,7,4,2,2,4
2453,223,83,7,2,12,1,13
2454,337,87,8,4,13,4,17
2455,1139,35,3,3,2,4,6
2456,752,73,7,3,13,5,18
2457,998,42,4,2,0,4,4
2458,1135,83,7,4,3,7,10
2459,336,36,3,3,7,4,11
2460,1631,35,3,3,9,2,11
2461,1516,4,1,2,1,6,7
2462,565,47,4,3,9,6,15
2463,1636,69,6,3,0,1,1
2464,699,7,1,2,1,1,2
2465,1775,11,1,5,0,3,3
2466,1963,53,5,4,1,1,2
2467,233,91,8,3,9,4,13
2468,1823,80,7,3,0,4,4
2469,1827,66,6,4,1,0,1
2470,1113,39,4,5,3,4,7
2471,1669,91,8,1,1,1,2
2472,1733,14,2,3,8,6,14
2473,1656,55,5,2,7,6,13
2474,1171,52,5,2,2,7,9
2475,1443,38,4,3,10,1,11
2476,759,20,2,2,0,1,1
2477,1469,85,8,1,4,6,10
2478,1788,90,8,5,1,2,3
2479,1895,40,4,3,2,1,3
2480,1137,23,2,4,4,5,9
2481,318,73,7,1,1,2,3
2482,106,92,8,1,1,0,1
2483,1897,25,3,3,0,1,1
2484,948,56,5,5,1,2,3
2485,1883,6,1,3,1,1,2
2486,503,90,8,3,2,1,3
2487,1331,83,7,1,2,9,11
2488,583,85,8,3,10,2,12
2489,1091,84,7,5,0,0,0
2490,1940,40,4,3,0,0,0
2491,294,8,1,4,1,1,2
2492,1325,19,2,2,1,4,5
2493,1894,15,2,4,2,2,4
2494,1033,67,6,2,9,5,14
2495,1205,69,6,3,1,0,1
2496,368,76,7,3,13,4,17
2497,1033,67,6,3,12,3,15
2498,1689,34,3,5,1,1,2
2499,402,25,3,4,1,2,3
2500,1818,29,3,4,0,1,1
2501,1319,55,5,2,2,6,8
2502,430,86,8,3,6,5,11
2503,747,29,3,2,0,0,0
2504,465,83,7,3,8,4,12
2505,791,71,6,2,2,3,5
2506,1214,90,8,4,5,3,8
2507,327,64,6,4,11,2,13
2508,509,76,7,3,3,3,6
2509,870,20,2,1,2,4,6
2510,963,17,2,1,7,5,12
2511,474,28,3,2,13,5,18
2512,1969,18,2,5,0,0,0
2513,1535,23,2,3,1,3,4
2514,146,85,8,4,5,3,8
2515,748,16,2,2,2,3,5
2516,530,62,6,2,11,6,17
2517,917,25,3,4,7,1,8
2518,1982,54,5,3,5,3,8
2519,1061,43,4,5,10,1,11
2520,204,77,7,3,4,9,13
2521,1162,69,6,5,12,2,14
2522,350,80,7,4,10,5,15
2523,1321,74,7,3,2,4,6
2524,191,3,1,1,8,4,12
2525,475,26,3,4,0,0,0
2526,699,7,1,1,0,0,0
2527,1818,29,3,1,0,0,0
2528,1401,48,4,5,0,1,1
2529,324,50,5,1,2,4,6
2530,1761,91,8,3,5,10,15
2531,659,66,6,3,20,4,24
2532,506,9,1,1,0,4,4
2533,1796,62,6,4,3,5,8
2534,948,65,6,2,1,0,1
2535,635,21,2,2,9,3,12
2536,1903,78,7,2,0,2,2
2537,282,21,2,5,10,3,13
2538,1687,91,8,4,9,4,13
2539,236,32,3,5,0,0,0
2540,1304,62,6,3,2,3,5
2541,1110,90,8,2,0,3,3
2542,1022,85,8,3,0,1,1
2543,277,38,4,4,6,3,9
2544,317,71,6,2,1,3,4
2545,339,70,6,2,4,5,9
2546,1335,10,1,2,10,3,13
2547,43,84,7,1,5,6,11
2548,1549,19,2,5,5,3,8
2549,1219,23,2,2,3,6,9
2550,1070,44,4,2,17,3,20
2551,295,54,5,5,0,1,1
2552,674,41,4,2,1,1,2
2553,410,11,1,5,2,6,8
2554,1135,1,1,2,4,4,8
2555,22,65,6,2,8,5,13
2556,777,46,4,2,2,9,11
2557,203,28,3,2,6,6,12
2558,1603,29,3,1,2,8,10
2559,1625,29,3,1,7,9,16
2560,326,74,7,4,10,5,15
2561,1057,77,7,1,6,4,10
2562,1290,35,3,2,1,1,2
2563,1855,44,4,3,14,3,17
2564,476,12,1,1,0,0,0
2565,1081,54,5,5,1,1,2
2566,1636,59,5,2,0,1,1
2567,821,62,6,2,4,0,4
2568,451,62,6,3,2,4,6
2569,1329,20,2,4,1,0,1
2570,443,43,4,3,0,0,0
2571,1342,24,2,2,3,3,6
2572,1509,82,7,2,0,0,0
2573,933,22,2,4,5,3,8
2574,284,19,2,3,11,8,19
2575,1497,16,2,1,2,1,3
2576,1690,2,1,3,8,2,10
2577,192,18,2,4,1,3,4
2578,1429,26,3,3,4,5,9
2579,1105,62,6,3,0,1,1
2580,1609,63,6,2,9,2,11
2581,1265,21,2,1,1,1,2
2582,1445,53,5,3,2,3,5
2583,1115,83,7,5,3,4,7
2584,654,8,1,3,3,2,5
2585,1798,55,5,2,1,1,2
2586,547,63,6,4,1,3,4
2587,1935,33,3,5,0,4,4
2588,1143,18,2,3,1,4,5
2589,1461,13,2,3,0,3,3
2590,482,71,6,3,8,6,14
2591,84,32,3,1,12,4,16
2592,1678,6,1,3,0,0,0
2593,823,66,6,1,12,3,15
2594,1868,65,6,3,1,0,1
2595,1965,10,1,3,0,0,0
2596,1555,22,2,3,0,0,0
2597,1264,15,2,5,0,2,2
2598,776,46,4,4,4,7,11
2599,1988,21,2,3,2,1,3
2600,850,41,4,4,4,2,6
2601,2000,71,6,2,4,2,6
2602,1274,26,3,3,9,6,15
2603,1466,77,7,3,0,4,4
2604,1653,26,3,5,2,3,5
2605,1029,83,7,4,2,4,6
2606,665,86,8,4,0,0,0
2607,1991,10,1,3,5,9,14
2608,389,95,8,4,5,9,14
2609,1863,67,6,4,2,7,9
2610,315,25,3,5,0,0,0
2611,1961,6,1,5,2,4,6
2612,157,90,8,1,4,1,5
2613,1874,18,2,2,1,8,9
2614,1498,64,6,4,4,2,6
2615,415,77,7,1,1,1,2
2616,1076,32,3,2,5,0,5
2617,884,89,8,3,0,2,2
2618,1848,63,6,1,1,1,2
2619,820,48,4,4,1,1,2
2620,1277,50,5,3,2,5,7
2621,1176,82,7,4,2,4,6
2622,1044,86,8,5,10,0,10
2623,189,82,7,3,9,4,13
2624,110,61,6,1,7,3,10
2625,123,9,1,1,0,0,0
2626,1830,39,4,4,3,3,6
2627,1223,4,1,4,1,2,3
2628,1462,15,2,2,1,1,2
2629,83,26,3,3,7,4,11
2630,1369,65,6,5,3,1,4
2631,1846,39,4,4,3,0,3
2632,1044,66,6,2,9,6,15
2633,1497,16,2,4,0,0,0
2634,1268,17,2,2,11,1,12
2635,1606,42,4,1,3,7,10
2636,664,23,2,1,2,1,3
2637,1074,22,2,3,15,1,16
2638,349,22,2,5,1,1,2
2639,1339,40,4,5,1,2,3
2640,123,9,1,2,0,1,1
2641,1241,67,6,3,1,1,2
2642,1811,57,5,4,6,2,8
2643,1262,55,5,2,2,4,6
2644,581,94,8,5,7,5,12
2645,1539,15,2,4,0,1,1
2646,132,74,7,2,7,0,7
2647,882,27,3,3,10,5,15
2648,1499,12,1,3,6,7,13
2649,1612,67,6,1,2,4,6
2650,1129,85,8,3,0,1,1
2651,722,62,6,2,1,1,2
2652,778,27,3,2,7,4,11
2653,1026,20,2,4,8,6,14
2654,187,73,7,3,0,2,2
2655,825,53,5,2,7,1,8
2656,648,49,5,4,11,8,19
2657,1380,61,6,2,5,4,9
2658,1577,62,6,5,7,4,11
2659,1468,74,7,4,3,8,11
2660,942,52,5,3,2,2,4
2661,1324,80,7,2,3,8,11
2662,1073,11,1,3,0,1,1
2663,1880,22,2,2,2,5,7
2664,1551,81,7,4,0,0,0
2665,1763,51,5,3,1,1,2
2666,1196,34,3,1,2,2,4
2667,1538,81,7,1,1,0,1
2668,1394,61,6,1,11,7,18
2669,385,58,5,2,3,5,8
2670,248,60,5,2,0,4,4
2671,1039,16,2,3,1,0,1
2672,73,18,2,2,2,1,3
2673,40,41,4,5,0,1,1
2674,1009,4,1,4,2,4,6
2675,1349,66,6,4,10,4,14
2676,1688,8,1,3,1,4,5
2677,351,8,1,5,3,5,8
2678,1447,79,7,1,1,4,5
2679,1167,84,7,3,4,2,6
2680,745,7,1,1,0,1,1
2681,1452,29,3,1,0,1,1
2682,59,67,6,3,2,1,3
2683,1480,36,3,1,0,0,0
2684,1376,49,5,4,2,0,2
2685,1839,44,4,4,0,0,0
2686,423,32,3,3,5,3,8
2687,533,46,4,3,5,7,12
2688,1398,8,1,2,3,3,6
2689,1876,30,3,4,2,2,4
2690,1904,90,8,5,0,2,2
2691,433,33,3,5,2,0,2
2692,1990,56,5,3,10,8,18
2693,1285,71,6,3,12,11,23
2694,904,31,3,3,6,8,14
2695,1822,36,3,2,3,0,3
2696,361,78,7,4,0,4,4
2697,1935,33,3,3,1,0,1
2698,1821,30,3,4,4,5,9
2699,682,66,6,2,0,1,1
2700,385,58,5,3,22,5,27
2701,1179,89,8,5,3,6,9
2702,1540,53,5,3,0,2,2
2703,153,96,8,3,9,2,11
2704,1883,6,1,4,6,2,8
2705,881,42,4,1,0,1,1
2706,82,84,7,4,0,3,3
2707,467,84,7,4,5,3,8
2708,437,51,5,4,1,7,8
2709,767,66,6,3,2,1,3
2710,741,31,3,4,6,6,12
2711,1617,81,7,1,2,2,4
2712,557,32,3,1,5,2,7
2713,1970,80,7,3,0,0,0
2714,748,38,4,3,5,3,8
2715,1615,91,8,2,13,1,14
2716,142,45,4,3,3,4,7
2717,380,18,2,4,3,5,8
2718,436,43,4,2,0,4,4
2719,1198,72,6,5,0,0,0
2720,865,63,6,5,0,0,0
2721,1130,19,2,2,7,0,7
2722,522,23,2,5,0,3,3
2723,1062,79,7,2,2,5,7
2724,663,48,4,4,3,0,3
2725,298,75,7,3,0,1,1
2726,990,89,8,5,2,3,5
2727,532,89,8,3,3,3,6
2728,990,89,8,4,5,4,9
2729,772,77,7,3,2,6,8
2730,423,32,3,2,6,0,6
2731,524,66,6,4,7,12,19
2732,1125,19,2,2,7,7,14
2733,472,77,7,3,0,0,0
2734,30,83,7,4,7,11,18
2735,839,19,2,4,7,6,13
2736,1837,68,6,5,12,0,12
2737,756,63,6,3,2,4,6
2738,134,96,8,3,3,1,4
2739,360,57,5,1,2,3,5
2740,1443,38,4,5,8,2,10
2741,300,25,3,4,2,5,7
2742,1867,13,2,3,8,2,10
2743,202,26,3,5,8,8,16
2744,1720,2,1,1,5,11,16
2745,690,88,8,2,0,5,5
2746,364,75,7,3,0,2,2
2747,490,58,5,4,2,4,6
2748,838,38,4,4,1,2,3
2749,1368,90,8,5,0,0,0
2750,384,82,7,4,13,0,13
2751,254,91,8,3,6,4,10
2752,340,33,3,5,10,5,15
2753,1043,17,2,3,7,5,12
2754,1895,40,4,5,1,0,1
2755,1136,83,7,4,2,0,2
2756,1498,15,2,3,2,4,6
2757,135,90,8,3,0,5,5
2758,685,54,5,5,9,5,14
2759,41,47,4,5,1,0,1
2760,1471,64,6,3,0,1,1
2761,1107,49,5,2,1,2,3
2762,1699,57,5,1,6,6,12
2763,1006,83,7,2,3,1,4
2764,1065,78,7,4,4,0,4
2765,1227,5,1,5,4,6,10
2766,1641,94,8,4,0,0,0
2767,811,38,4,3,2,1,3
2768,1898,23,2,4,9,6,15
2769,1955,18,2,3,5,4,9
2770,1636,1,1,4,0,1,1
2771,1839,44,4,5,0,0,0
2772,986,83,7,4,0,2,2
2773,1670,88,8,3,5,4,9
2774,1805,46,4,2,1,1,2
2775,1683,20,2,2,0,0,0
2776,1620,96,8,1,9,3,12
2777,1065,78,7,2,3,3,6
2778,730,55,5,2,0,1,1
2779,143,60,5,3,8,4,12
2780,320,21,2,4,4,1,5
2781,364,75,7,1,1,3,4
2782,1138,54,5,2,0,1,1
2783,807,44,4,2,3,5,8
2784,702,16,2,2,14,4,18
2785,1300,31,3,4,5,5,10
2786,44,13,2,1,0,0,0
2787,394,63,6,2,2,0,2
2788,1396,48,4,4,5,4,9
2789,1611,79,7,3,5,5,10
2790,1776,91,8,5,0,0,0
2791,758,10,1,4,2,0,2
2792,172,36,3,4,5,1,6
2793,1460,62,6,5,5,6,11
2794,618,83,7,2,11,4,15
2795,975,85,8,3,0,1,1
2796,1093,36,3,3,13,4,17
2797,1076,32,3,1,8,2,10
2798,939,90,8,4,0,1,1
2799,176,52,5,4,0,2,2
2800,1684,18,2,1,12,2,14
2801,1946,8,1,2,1,2,3
2802,1896,8,1,5,7,5,12
2803,965,84,7,3,3,3,6
2804,1372,94,8,4,0,3,3
2805,777,46,4,3,1,8,9
2806,16,24,2,1,3,2,5
2807,306,14,2,3,2,1,3
2808,669,64,6,3,1,1,2
2809,1593,50,5,4,3,3,6
2810,243,81,7,1,8,3,11
2811,1624,76,7,3,7,1,8
2812,739,83,7,5,1,3,4
2813,30,83,7,3,7,3,10
2814,1397,71,6,4,6,12,18
2815,505,68,6,3,4,7,11
2816,605,59,5,4,6,1,7
2817,806,92,8,1,1,1,2
2818,1912,7,1,3,7,3,10
2819,1106,70,6,2,4,9,13
2820,63,26,3,4,5,2,7
2821,1259,55,5,2,6,6,12
2822,946,67,6,5,9,3,12
2823,456,39,4,2,0,2,2
2824,181,49,5,2,1,0,1
