MatchPerformanceID,PlayerID,TeamID,LeagueID,MatchID,DateID,MinutesPlayed,Position,Age,MarketValueEUR,Goals,Assists,xG,xA,PassesAttempted,PassesCompleted,DefensiveDuels,DefensiveDuelsWon,MatchRating
6367,56,14,2,603,603,53,RB,32,15000000,0,0,0.04,0.03,69,48,2,0,7.3
6368,315,6,1,378,378,49,GK,20,50000000,0,0,0,0,39,30,10,8,8.9
6369,68,25,4,608,608,71,CB,30,80000000,0,0,0.07,0.01,57,38,10,8,7.6
6370,84,17,3,66,66,56,LB,35,150000000,0,1,0,0.03,81,47,2,2,7.7
6371,367,9,2,72,72,74,RW,28,3000000,0,1,0.27,0.29,51,43,7,2,6.3
6372,351,6,1,289,289,78,CM,30,30000000,0,0,0,0.04,92,92,4,3,8.7
6373,112,31,5,668,668,89,LB,17,20000000,0,0,0.01,0.01,43,26,5,5,6
6374,20,5,1,416,416,30,CAM,29,1000000,0,0,0.03,0.04,68,58,6,4,7.8
6375,461,32,5,207,207,52,LB,21,8000000,0,0,0.01,0.1,78,58,10,5,7.9
6376,333,7,1,386,386,76,CF,23,15000000,0,0,0.03,0.09,24,15,3,3,6.3
6377,61,4,1,39,39,48,CAM,31,100000000,0,0,0.48,0.2,70,45,9,8,8.4
6378,480,8,1,548,548,49,CF,19,100000000,0,0,0.15,0.12,46,37,10,9,8.9
6379,333,14,2,206,206,88,CB,27,40000000,0,0,0.01,0.04,50,35,2,1,8.3
6380,480,10,2,135,135,56,CAM,31,150000000,0,0,0.25,0.25,85,75,1,1,8.8
6381,225,16,3,65,65,71,RW,29,30000000,0,1,0.01,0.16,63,57,1,1,8.4
6382,478,2,1,423,423,30,CM,24,60000000,1,0,0.06,0.02,70,38,8,8,7.7
6383,31,9,2,489,489,80,ST,28,3000000,1,0,0.42,0.02,30,24,1,1,5.7
6384,121,23,4,334,334,55,RB,19,3000000,0,0,0.01,0.12,51,29,1,0,7.5
6385,13,14,2,74,74,34,CAM,35,5000000,1,0,0,0.06,84,58,7,0,8.1
6386,475,23,4,612,612,37,LB,30,15000000,0,0,0.05,0,52,35,10,0,8.7
6387,415,30,5,13,13,10,LB,34,40000000,0,0,0.03,0.11,57,31,0,0,8.4
6388,49,20,3,134,134,46,CM,26,150000000,0,0,0.06,0.04,75,58,9,8,7.3
6389,233,24,4,162,162,55,LW,36,500000,1,0,0.35,0.14,72,39,2,1,6.9
6390,424,31,5,725,725,36,RW,25,40000000,0,1,0.04,0.44,46,25,10,2,8.2
6391,235,17,3,444,444,22,CAM,36,120000000,0,0,0.12,0.56,58,49,8,3,7.9
6392,162,12,2,502,502,12,LB,25,1000000,0,0,0.02,0,64,52,4,4,5.6
6393,214,28,5,550,550,66,RB,21,500000,0,0,0.06,0.1,79,57,1,0,9
6394,390,29,5,531,531,69,RW,22,100000000,0,0,0.4,0.47,75,61,4,2,7.1
6395,140,21,4,270,270,49,CB,21,15000000,0,0,0.03,0,66,41,5,1,6.3
6396,306,22,4,678,678,85,LW,23,10000000,0,0,0.04,0,51,47,4,2,6
6397,183,5,1,16,16,48,RW,25,5000000,1,0,0.11,0.09,57,36,6,5,7.2
6398,331,29,5,531,531,41,CM,29,3000000,0,0,0.03,0.23,94,86,7,6,6.3
6399,149,7,1,680,680,45,LW,17,8000000,0,0,0.14,0.05,45,37,7,6,7.5
6400,245,10,2,106,106,90,LW,17,40000000,0,0,0.27,0.03,45,39,3,0,8.2
6401,465,8,1,239,239,1,CB,17,1000000,0,0,0.03,0.06,45,27,0,0,5.7
6402,58,27,5,178,178,79,RW,17,10000000,0,0,0.03,0.1,68,67,8,1,6.7
6403,239,8,1,298,298,48,CM,22,80000000,0,0,0.02,0.11,55,55,6,1,8.1
6404,473,17,3,143,143,77,LW,28,50000000,0,0,0.18,0.42,65,36,9,7,8.8
6405,340,12,2,92,92,87,RB,22,1000000,0,0,0.03,0.03,52,32,8,3,7.1
6406,479,16,3,714,714,84,CM,32,40000000,0,0,0.01,0.05,75,54,2,1,8.5
6407,208,29,5,299,299,77,CB,32,8000000,0,0,0.03,0.01,57,35,2,0,8.4
6408,55,26,4,24,24,49,LW,24,3000000,1,0,0.13,0.5,62,54,0,0,8
6409,333,21,4,442,442,7,GK,24,500000,0,0,0,0,55,49,3,2,5.6
6410,190,22,4,723,723,23,RB,22,10000000,0,0,0.02,0.07,71,57,1,1,5.9
6411,385,7,1,564,564,85,LB,25,8000000,0,0,0,0,72,46,5,0,7.8
6412,291,22,4,453,453,74,LW,35,500000,0,1,0.07,0.07,72,45,5,5,8.6
6413,283,29,5,507,507,51,LW,29,30000000,1,0,0.41,0.06,68,43,6,1,8
6414,59,23,4,192,192,15,RW,23,60000000,0,0,0.67,0.11,75,59,10,1,7.5
6415,360,30,5,475,475,24,RW,27,15000000,0,0,0.25,0.07,54,37,0,0,8
6416,122,21,4,275,275,45,LW,19,8000000,0,0,0.03,0.14,60,57,2,1,7.4
6417,430,1,1,432,432,71,GK,26,30000000,0,0,0,0,55,31,10,7,8.9
6418,351,31,5,616,616,63,ST,33,80000000,0,1,0,0.14,33,25,3,2,8.4
6419,389,18,3,160,160,86,RW,33,1000000,0,1,0.01,0.55,60,55,2,1,6.1
6420,448,16,3,330,330,22,LB,20,40000000,0,0,0.03,0.03,53,31,3,0,6.2
6421,155,5,1,133,133,49,LW,27,120000000,0,1,0.05,0.23,63,42,3,0,7.6
6422,66,28,5,190,190,60,CB,35,100000000,0,1,0.04,0.01,46,34,5,3,6.1
6423,155,15,3,666,666,45,LB,33,80000000,0,0,0.01,0.03,47,43,10,4,8.9
6424,62,29,5,711,711,76,CDM,34,3000000,0,0,0,0.09,69,58,2,1,6.6
6425,61,23,4,559,559,68,CAM,27,1000000,0,0,0,0.3,65,38,1,0,8.5
6426,442,31,5,551,551,67,RW,17,60000000,1,0,0.09,0.04,53,44,1,0,8.9
6427,493,22,4,475,475,8,CF,24,100000000,1,0,0.31,0.2,25,25,9,4,7.7
6428,40,12,2,710,710,72,GK,23,80000000,0,0,0,0,54,29,6,1,6
6429,318,30,5,720,720,90,CM,19,50000000,0,0,0.01,0.2,92,71,6,5,5.7
6430,488,5,1,586,586,62,RB,35,3000000,0,1,0.1,0.08,51,43,5,5,5.7
6431,193,5,1,32,32,41,RW,20,40000000,0,0,0.03,0.07,60,41,4,1,8.2
6432,114,3,1,391,391,20,GK,17,15000000,0,0,0,0,46,36,10,2,8.5
6433,104,15,3,45,45,77,RB,36,60000000,0,0,0.07,0.18,83,80,3,0,5.8
6434,102,15,3,607,607,61,LW,30,120000000,0,0,0.5,0.5,51,36,1,0,5.9
6435,248,25,4,610,610,85,RW,29,5000000,0,0,0.14,0.15,42,38,8,4,5.9
6436,101,8,1,423,423,46,CB,17,10000000,0,1,0.1,0.03,50,46,1,1,6.6
6437,359,25,4,361,361,8,CB,24,3000000,0,0,0.01,0.03,42,33,9,7,8.6
6438,351,28,5,88,88,57,RB,25,5000000,0,0,0.03,0.01,65,35,2,1,7
6439,358,21,4,241,241,16,CB,20,100000000,0,0,0.06,0.01,86,58,0,0,8.4
6440,318,30,5,314,314,85,LB,24,60000000,0,0,0.04,0.01,89,82,6,4,5.9
6441,111,7,1,564,564,70,GK,30,50000000,0,0,0,0,46,43,3,0,8
6442,127,12,2,650,650,71,CM,32,40000000,0,0,0.09,0.12,78,66,1,0,6.4
6443,119,7,1,570,570,2,LB,25,20000000,0,0,0,0.13,84,62,7,1,6.6
6444,373,1,1,497,497,57,RW,28,2000000,0,0,0.23,0.03,73,62,4,0,6.5
6445,61,25,4,114,114,17,CAM,19,2000000,0,0,0.37,0.68,54,39,6,5,5.8
6446,423,23,4,612,612,79,LB,24,5000000,0,0,0.04,0.05,66,40,5,0,8.4
6447,74,11,2,480,480,67,CM,36,500000,1,0,0.06,0.13,88,48,8,4,7.8
6448,8,11,2,212,212,62,LB,25,30000000,0,0,0,0.04,53,30,7,4,8.8
6449,25,25,4,515,515,54,CAM,32,60000000,0,0,0.02,0.69,74,72,8,8,8
6450,329,24,4,1,1,39,LB,29,50000000,0,0,0.15,0.01,43,36,2,2,8.1
6451,14,6,1,310,310,22,CDM,17,10000000,0,0,0.22,0.17,81,50,2,2,7.2
6452,112,13,2,736,736,36,CF,26,150000000,1,1,0.3,0.01,21,12,3,3,8.3
6453,254,28,5,316,316,22,RB,21,3000000,0,0,0.01,0.03,56,53,8,2,7.1
6454,151,21,4,574,574,28,RB,29,8000000,0,0,0.05,0.04,50,38,8,4,8.2
6455,247,24,4,653,653,83,LW,20,120000000,2,1,0.76,0.08,75,64,9,0,6.7
6456,138,9,2,47,47,48,RW,19,100000000,0,0,0.03,0.12,60,40,10,9,6.8
6457,1,14,2,52,52,48,ST,36,100000000,0,0,1.05,0.03,49,33,3,3,6.3
6458,400,11,2,118,118,50,CAM,35,10000000,2,0,0.05,0.17,78,68,8,3,7.8
6459,295,15,3,537,537,70,CB,25,60000000,0,0,0.05,0.02,64,58,6,1,7.5
6460,22,21,4,694,694,59,CAM,33,500000,0,0,0.09,0.78,85,56,1,1,5.9
6461,315,24,4,659,659,78,CM,23,20000000,1,0,0.13,0.1,75,43,7,1,7.1
6462,149,7,1,499,499,68,CDM,17,120000000,0,0,0.07,0.13,95,77,8,6,7.4
6463,255,10,2,302,302,48,ST,35,1000000,0,1,0.21,0.03,25,25,10,3,7.5
6464,296,13,2,712,712,82,CM,34,100000000,0,0,0.1,0.16,55,37,9,2,5.7
6465,380,15,3,500,500,69,RB,26,60000000,0,0,0.02,0.01,46,33,10,7,7.5
6466,450,31,5,468,468,78,CM,21,60000000,0,0,0.04,0.04,55,37,10,3,8.1
6467,378,29,5,132,132,46,ST,25,1000000,0,0,0.63,0.16,42,32,5,1,5.6
6468,147,27,5,138,138,71,LW,24,2000000,0,0,0.29,0.01,61,44,1,1,5.6
6469,24,18,3,408,408,76,CB,34,2000000,0,0,0.04,0.01,75,54,3,1,6.8
6470,12,13,2,126,126,62,LB,34,40000000,1,0,0.05,0,70,46,9,1,8.4
6471,165,17,3,380,380,71,LW,20,150000000,0,0,0.1,0.15,44,30,0,0,8.2
6472,364,3,1,474,474,18,CDM,32,80000000,0,0,0.1,0.02,58,32,4,2,5.8
6473,433,32,5,404,404,44,LW,18,120000000,0,1,0.3,0.14,73,58,9,9,6.5
6474,408,31,5,645,645,78,ST,20,150000000,0,0,0.06,0.04,31,23,6,1,8.6
6475,387,14,2,590,590,33,RW,29,100000000,0,1,0.02,0.04,61,44,6,5,5.6
6476,299,8,1,169,169,38,CDM,32,500000,0,1,0.33,0.22,62,45,5,1,6.4
6477,31,1,1,487,487,83,CM,33,120000000,0,0,0.2,0.26,88,63,6,5,7.4
6478,475,4,1,625,625,78,CAM,22,1000000,0,0,0.05,0.42,64,47,3,2,7.2
6479,54,9,2,479,479,85,CDM,26,80000000,0,0,0.34,0.15,63,43,10,4,8.8
6480,45,13,2,126,126,64,LB,17,8000000,0,0,0,0.07,52,46,4,1,8.2
6481,257,4,1,455,455,55,CB,27,50000000,0,0,0.01,0,43,34,6,2,6
6482,310,28,5,467,467,47,CB,30,500000,0,0,0.02,0.18,81,47,9,6,7.1
6483,458,21,4,526,526,78,LB,33,150000000,0,0,0.05,0.08,40,35,9,7,8.7
6484,260,6,1,204,204,73,CM,36,2000000,0,0,0.19,0,59,38,5,1,7.5
6485,183,31,5,551,551,83,ST,20,10000000,0,0,0.12,0.02,30,24,7,1,8.9
6486,92,20,3,26,26,46,LB,35,120000000,0,0,0.01,0.14,57,38,1,0,6.5
6487,33,13,2,712,712,77,CDM,33,150000000,0,0,0.04,0.16,98,68,2,2,7.6
6488,348,30,5,625,625,65,RW,20,1000000,1,0,0.61,0.28,51,50,9,8,8.3
6489,388,20,3,119,119,88,CM,36,2000000,0,0,0.02,0.04,50,50,8,8,8.9
6490,367,3,1,671,671,31,CB,33,3000000,0,0,0.01,0.07,46,33,3,2,8.9
6491,174,12,2,110,110,57,RW,26,500000,0,0,0.63,0.02,47,35,9,6,8.4
6492,451,21,4,57,57,46,ST,18,40000000,0,0,1.11,0.23,47,29,7,7,9
6493,300,19,3,566,566,29,CM,34,10000000,0,1,0.06,0.13,81,71,2,1,5.7
6494,376,19,3,690,690,75,CAM,32,30000000,0,0,0.15,0.21,83,68,10,6,7.7
6495,203,25,4,427,427,80,RW,18,60000000,0,0,0.08,0.24,36,28,1,1,7.7
6496,22,3,1,383,383,14,LB,27,1000000,0,0,0.04,0.17,68,61,6,0,5.6
6497,168,2,1,532,532,50,CB,34,20000000,0,0,0,0.03,40,35,8,7,6.2
6498,127,1,1,77,77,48,CM,21,15000000,0,0,0.14,0.03,93,58,0,0,8.7
6499,182,1,1,592,592,1,LW,24,500000,0,0,0.07,0.13,66,43,0,0,6.8
6500,43,7,1,296,296,30,GK,27,500000,0,0,0,0,49,31,5,5,7
6501,222,31,5,468,468,64,CB,36,40000000,0,0,0.06,0.1,89,63,6,0,8
6502,463,12,2,509,509,20,CDM,28,5000000,0,0,0.02,0.22,83,54,2,2,8.7
6503,230,10,2,8,8,60,CDM,22,10000000,0,0,0.17,0.18,86,52,6,5,5.9
6504,410,1,1,256,256,65,GK,26,40000000,0,0,0,0,50,32,5,3,7.3
6505,269,8,1,457,457,75,CM,29,10000000,0,1,0.11,0.1,100,64,9,8,8.4
6506,23,7,1,613,613,12,RW,26,2000000,0,0,0.11,0.38,69,48,9,1,6.1
6507,475,31,5,86,86,86,RB,20,60000000,0,0,0.02,0.03,75,44,0,0,7.3
6508,413,27,5,77,77,49,ST,18,8000000,0,1,0.1,0.12,30,18,1,0,6.7
6509,393,28,5,316,316,77,CB,33,100000000,0,0,0,0.05,58,47,9,3,8.2
6510,360,13,2,419,419,58,CB,27,1000000,0,0,0.04,0.19,63,55,7,1,6.3
6511,93,16,3,714,714,65,RW,20,30000000,1,0,0.78,0.03,65,35,9,9,6.8
6512,388,13,2,126,126,82,RB,17,40000000,0,0,0.02,0.04,76,51,6,0,5.9
6513,425,19,3,690,690,51,RB,32,80000000,0,0,0.01,0.01,84,64,9,4,6.2
6514,32,17,3,14,14,39,CB,30,150000000,0,0,0.01,0.05,59,59,10,10,6.8
6515,360,31,5,323,323,77,LW,22,15000000,0,0,0.57,0.36,73,69,2,2,8.3
6516,180,32,5,374,374,1,RW,21,20000000,0,2,0.24,0.06,68,68,10,1,6.6
6517,89,29,5,11,11,55,CAM,23,30000000,0,0,0.19,0.27,83,73,2,1,8
6518,181,21,4,302,302,72,RB,28,40000000,0,1,0.08,0.08,53,38,8,5,8.3
6519,25,26,4,344,344,83,CB,17,100000000,0,0,0.05,0.12,64,56,7,2,7.4
6520,294,25,4,388,388,62,CM,33,40000000,1,1,0.05,0.27,52,41,2,0,7.5
6521,409,30,5,314,314,90,RB,17,5000000,0,0,0,0.13,88,49,1,0,5.7
6522,126,21,4,113,113,80,CB,24,15000000,0,0,0.02,0.25,66,52,4,4,6.9
6523,248,4,1,427,427,23,LB,25,150000000,0,0,0.03,0.07,83,60,9,1,6.1
6524,131,15,3,84,84,71,LB,29,1000000,0,0,0.01,0.01,76,44,4,1,6.9
6525,358,18,3,719,719,61,LW,25,60000000,0,0,0.58,0.22,54,33,10,1,8
6526,227,5,1,15,15,58,GK,36,1000000,0,0,0,0,45,25,3,1,6.9
6527,444,5,1,642,642,17,CDM,34,100000000,1,1,0.07,0.08,51,49,4,2,8.8
6528,118,3,1,268,268,20,CM,34,5000000,0,0,0.09,0.07,52,30,4,2,8.1
6529,293,22,4,631,631,59,GK,27,120000000,0,0,0,0,35,35,0,0,8.8
6530,221,30,5,276,276,73,LB,33,8000000,0,0,0.01,0.06,62,35,0,0,7.8
6531,53,8,1,580,580,45,CDM,36,500000,0,0,0.11,0.04,70,39,6,5,7.2
6532,393,16,3,725,725,79,CM,20,100000000,0,0,0.09,0.1,95,88,0,0,7.9
6533,451,5,1,240,240,86,LB,35,15000000,0,0,0.05,0.02,82,77,1,0,8
6534,430,17,3,707,707,90,CB,31,500000,0,0,0.01,0.07,58,40,9,5,8.6
6535,106,27,5,72,72,46,RB,18,8000000,0,0,0.02,0.04,67,43,6,4,5.8
6536,109,5,1,727,727,46,CDM,19,1000000,0,0,0.05,0,79,68,9,6,7.2
6537,167,8,1,7,7,75,LW,36,3000000,0,0,0.05,0.03,41,37,7,3,8.8
6538,276,24,4,162,162,23,LW,32,2000000,0,0,0.01,0.06,43,39,9,4,5.7
6539,409,30,5,678,678,87,LB,33,50000000,0,0,0,0.08,60,46,7,6,8
6540,313,25,4,553,553,64,LW,17,40000000,0,0,0.01,0.46,42,25,6,5,8.1
6541,45,6,1,390,390,41,ST,23,30000000,1,0,0.09,0.1,40,26,4,1,7
6542,339,9,2,617,617,72,ST,30,100000000,1,0,0.23,0.03,20,11,7,2,7.3
6543,421,20,3,122,122,76,CF,25,3000000,0,0,0.15,0,47,33,10,0,6.5
6544,22,25,4,580,580,16,LB,24,30000000,0,0,0.05,0.02,44,27,1,1,6.7
6545,28,15,3,653,653,87,CB,24,500000,0,0,0.02,0.08,70,70,4,4,8.7
6546,385,8,1,517,517,40,RB,28,60000000,0,0,0,0.01,58,38,2,0,5.9
6547,78,18,3,202,202,85,RW,21,10000000,0,0,0.01,0.16,50,47,5,2,5.7
6548,42,17,3,383,383,61,LB,23,20000000,0,0,0.01,0,71,49,10,7,7.4
6549,306,9,2,134,134,24,CDM,27,120000000,0,0,0.03,0.25,55,40,10,4,8.9
6550,345,6,1,390,390,72,CDM,18,100000000,0,1,0.05,0.04,76,58,7,1,6
6551,375,6,1,215,215,21,LW,34,15000000,0,0,0.16,0.08,53,47,7,5,5.9
6552,306,32,5,337,337,77,CM,18,500000,0,0,0.11,0.11,64,39,6,5,7.5
6553,208,32,5,652,652,39,CB,24,1000000,0,0,0.06,0.27,73,49,1,0,7.7
6554,256,7,1,639,639,22,CAM,24,15000000,0,1,0.41,0.23,84,70,8,3,8.6
6555,39,2,1,326,326,69,CDM,19,1000000,0,1,0.36,0.12,72,44,5,5,5.8
6556,478,25,4,528,528,13,RW,22,80000000,0,1,0.02,0.06,59,56,5,4,7.4
6557,434,1,1,282,282,64,GK,21,1000000,0,0,0,0,42,40,2,1,6
6558,349,28,5,695,695,50,CAM,23,150000000,1,1,0.56,0.2,67,61,9,4,8.6
6559,427,22,4,628,628,53,CM,31,2000000,0,1,0.04,0.17,88,87,1,1,7.4
6560,215,8,1,509,509,78,CB,28,20000000,0,0,0,0.03,87,47,10,10,7
6561,27,3,1,533,533,49,GK,19,10000000,0,0,0,0,29,17,0,0,7
6562,202,22,4,370,370,73,CAM,24,60000000,0,0,0.11,0.21,56,51,5,4,7.4
6563,279,7,1,365,365,39,RB,20,8000000,0,0,0.04,0,73,60,3,2,8.4
6564,126,18,3,105,105,30,GK,35,20000000,0,0,0,0,54,36,6,1,8.6
6565,182,23,4,334,334,46,LB,18,20000000,0,0,0.04,0,74,41,4,2,6.3
6566,88,14,2,35,35,63,RB,18,30000000,0,0,0.12,0.14,84,76,6,4,5.8
6567,177,23,4,112,112,71,CAM,19,150000000,0,0,0.59,0.02,82,51,7,2,7.3
6568,74,27,5,485,485,64,CM,36,5000000,0,0,0.37,0.16,55,49,8,7,7.4
6569,120,26,4,206,206,87,LB,30,50000000,0,0,0.13,0.03,79,71,6,0,6.3
6570,362,15,3,352,352,73,CB,21,5000000,0,0,0.06,0.01,79,70,1,1,7.1
6571,18,3,1,683,683,66,CB,22,1000000,0,0,0,0.04,84,50,7,2,7.8
6572,114,16,3,278,278,81,LW,20,2000000,1,0,0.01,0.15,62,51,3,2,6.6
6573,347,6,1,378,378,25,RB,29,20000000,0,0,0.02,0.01,41,32,6,2,8.7
6574,26,3,1,141,141,81,CM,36,40000000,0,0,0.29,0.08,54,39,7,2,7.2
6575,392,23,4,334,334,39,RW,24,80000000,0,0,0.09,0.13,69,48,2,1,5.5
6576,164,5,1,251,251,36,ST,19,5000000,0,0,0.2,0.03,37,36,4,1,9
6577,48,5,1,586,586,90,CM,26,20000000,0,0,0,0.07,98,63,0,0,8.5
6578,173,23,4,192,192,13,CF,32,100000000,0,0,0.48,0.11,25,25,3,1,8.4
6579,330,5,1,91,91,59,CM,33,8000000,1,0,0.08,0.03,84,48,7,4,6.3
6580,428,7,1,352,352,50,LB,18,15000000,0,0,0.05,0.02,82,72,5,0,8.8
6581,219,25,4,325,325,73,CAM,31,15000000,0,0,0.19,0.13,69,41,0,0,9
6582,338,22,4,450,450,86,LW,32,80000000,0,1,0.27,0.05,73,71,3,1,6.5
6583,340,30,5,28,28,9,CM,18,50000000,0,0,0.16,0.22,94,56,1,0,6.7
6584,262,6,1,738,738,55,RW,23,60000000,0,1,0.04,0.26,56,54,1,1,8.2
6585,144,14,2,654,654,54,ST,28,50000000,0,0,0.67,0.05,44,38,4,3,7.5
6586,156,24,4,242,242,73,LB,21,8000000,1,0,0.02,0.08,50,29,3,0,6.1
6587,96,29,5,507,507,63,CB,17,30000000,0,0,0,0.3,40,22,0,0,6.7
6588,141,15,3,308,308,83,CDM,22,8000000,0,0,0.02,0.01,58,47,1,1,6
6589,396,19,3,181,181,88,LB,25,100000000,0,1,0.04,0.03,41,30,8,4,6.5
6590,466,17,3,501,501,68,RW,34,5000000,0,2,0.16,0.6,71,58,8,4,7.5
6591,296,8,1,509,509,85,CDM,28,120000000,0,0,0.1,0.14,97,96,9,4,8.8
6592,2,5,1,244,244,10,CM,31,2000000,0,0,0.02,0.31,64,45,9,1,6.9
6593,259,6,1,219,219,69,LB,25,20000000,0,1,0.05,0.04,83,63,9,5,8.5
6594,344,22,4,409,409,45,LW,27,60000000,1,1,0.12,0.01,46,46,0,0,7
6595,410,10,2,145,145,82,LW,19,15000000,1,0,0.34,0.25,61,36,2,1,8.1
6596,423,8,1,300,300,64,CM,36,30000000,0,1,0,0.03,54,53,8,4,7.9
6597,165,25,4,170,170,3,LW,35,40000000,0,0,0.17,0.01,58,46,5,2,7.7
6598,263,3,1,85,85,45,CM,25,3000000,0,0,0.11,0.08,61,37,2,2,7.6
6599,340,12,2,69,69,77,CF,36,100000000,0,0,0.21,0.04,25,14,6,5,6.6
6600,159,24,4,6,6,81,CAM,33,100000000,1,0,0.07,0.21,52,39,7,4,7.4
6601,155,27,5,31,31,45,LW,30,1000000,1,1,0.01,0.22,44,36,7,2,6.1
6602,376,21,4,587,587,32,RW,24,30000000,0,0,0.03,0.25,52,47,7,4,7.1
6603,259,23,4,175,175,26,RW,28,40000000,0,0,0.06,0.01,46,45,4,4,7.7
6604,304,7,1,502,502,3,CAM,21,1000000,0,0,0.06,0.56,51,40,0,0,6
6605,384,31,5,425,425,56,ST,28,120000000,0,0,1.1,0.21,52,37,6,5,7.3
6606,235,19,3,372,372,21,CDM,17,50000000,0,0,0.09,0.3,80,67,9,9,7.2
6607,377,23,4,729,729,85,CAM,22,2000000,0,0,0.38,0.12,51,47,4,0,6.7
6608,212,11,2,513,513,79,LW,22,2000000,0,0,0.05,0.11,72,51,5,4,5.7
6609,26,9,2,560,560,45,CM,34,5000000,0,0,0.17,0.17,70,54,2,1,5.6
6610,65,10,2,286,286,77,LW,19,120000000,0,0,0.15,0.15,53,48,6,1,8.1
6611,366,27,5,269,269,47,RW,30,30000000,0,0,0.25,0.16,63,34,1,0,8.8
6612,409,6,1,310,310,62,LB,27,40000000,0,0,0.01,0.04,59,54,0,0,7.2
6613,492,30,5,726,726,42,CB,30,5000000,0,0,0.02,0.16,42,27,0,0,7.8
6614,46,20,3,53,53,77,CB,28,150000000,0,0,0.01,0.11,66,58,0,0,7.6
6615,70,23,4,403,403,88,CAM,27,1000000,0,0,0.05,0.27,46,28,1,1,6.7
6616,251,18,3,405,405,25,CB,21,120000000,0,0,0.04,0.02,47,29,5,4,5.9
6617,455,23,4,451,451,29,CDM,17,20000000,0,0,0.15,0.03,57,48,3,0,8.3
6618,264,27,5,12,12,17,LW,25,50000000,1,0,0.25,0.12,37,20,3,2,7.8
6619,142,16,3,115,115,63,LW,32,60000000,0,0,0.08,0.2,71,58,7,7,7.7
6620,43,10,2,396,396,61,CDM,19,80000000,1,0,0.07,0.31,74,64,6,5,7.7
6621,221,16,3,189,189,83,LB,19,150000000,0,0,0.03,0,68,66,6,4,7.9
6622,190,16,3,154,154,50,CM,26,150000000,0,0,0.15,0.35,75,68,2,1,6.3
6623,152,23,4,451,451,2,LW,26,40000000,1,1,0.05,0.04,57,39,1,1,9
6624,62,18,3,202,202,64,ST,22,3000000,1,0,0,0.05,49,31,10,3,8.3
6625,81,3,1,34,34,1,CM,27,40000000,1,1,0.02,0.06,60,48,4,0,8.7
6626,115,29,5,178,178,85,CB,17,40000000,0,0,0.03,0.21,50,27,7,0,7.8
6627,198,11,2,665,665,60,ST,30,3000000,1,1,0.46,0.21,44,44,7,6,9
6628,68,26,4,315,315,65,ST,27,5000000,1,0,0.09,0.2,52,28,3,0,8.8
6629,117,28,5,27,27,70,LW,22,120000000,0,0,0.38,0.3,67,57,5,4,8.3
6630,40,16,3,330,330,80,LW,32,120000000,0,0,0.14,0.07,36,19,2,2,5.9
6631,499,19,3,57,57,48,CAM,23,500000,1,0,0.78,0.02,69,56,1,1,7.2
6632,383,9,2,23,23,85,CB,35,8000000,0,0,0.02,0.02,88,87,0,0,7.3
6633,1,21,4,193,193,67,CB,31,100000000,1,0,0.03,0.05,83,45,2,0,8.3
6634,299,7,1,600,600,62,LB,30,500000,0,1,0.07,0,52,44,10,2,8.4
6635,192,21,4,93,93,50,ST,35,20000000,0,0,0.03,0.28,27,22,7,2,7.1
6636,119,6,1,179,179,49,RW,31,50000000,2,1,0.3,0.12,47,38,3,0,5.9
6637,332,15,3,607,607,83,CAM,28,50000000,0,1,0.1,0.19,49,49,7,0,8.8
6638,467,14,2,568,568,28,CDM,29,15000000,0,0,0.04,0.2,61,44,3,0,8.7
6639,332,3,1,273,273,14,LB,23,100000000,0,0,0.02,0,43,31,5,5,8.7
6640,50,20,3,474,474,43,LW,36,80000000,1,0,0.02,0.06,50,42,7,0,8.5
6641,164,1,1,266,266,53,RW,19,120000000,1,0,0.08,0.1,66,50,7,2,5.8
6642,342,10,2,645,645,74,CM,32,5000000,0,0,0.18,0.04,82,54,6,2,5.5
6643,41,5,1,642,642,77,LW,23,50000000,1,0,0.04,0.29,49,39,6,1,6.6
6644,252,21,4,633,633,82,CB,23,5000000,0,0,0.07,0.2,61,39,0,0,5.7
6645,96,9,2,345,345,66,CB,35,15000000,0,0,0.03,0.02,78,47,0,0,7.9
6646,22,13,2,558,558,55,LW,35,120000000,0,0,0.15,0.02,67,42,0,0,7.5
6647,5,27,5,517,517,4,ST,36,40000000,1,0,0.03,0.18,34,34,8,1,5.9
6648,458,9,2,227,227,46,GK,29,500000,0,0,0,0,31,20,7,4,7.5
6649,87,7,1,411,411,33,CDM,17,100000000,0,0,0.02,0.22,53,44,9,3,7.9
6650,311,8,1,300,300,14,CDM,17,3000000,0,0,0.34,0.04,55,48,3,3,7.5
6651,139,24,4,653,653,37,RB,29,500000,0,0,0.07,0.07,45,43,4,4,6.1
6652,31,2,1,339,339,81,LB,23,1000000,0,1,0.08,0.03,88,84,7,0,6.6
6653,153,17,3,48,48,7,ST,25,15000000,1,0,0.02,0.27,24,23,6,3,5.6
6654,71,16,3,354,354,65,LW,18,120000000,0,0,0.12,0.17,47,36,10,4,7.9
6655,219,32,5,172,172,79,CDM,23,120000000,0,0,0.03,0.12,66,55,1,0,7.7
6656,406,3,1,184,184,62,RW,22,30000000,1,0,0.22,0.05,68,58,9,6,5.9
6657,426,22,4,631,631,29,CDM,34,40000000,0,0,0,0.15,64,61,9,8,8.8
6658,43,6,1,248,248,83,CF,20,8000000,1,0,0.19,0.25,29,19,2,1,6
